,Life Rate,Death Rate,Population,Std,Overall Std
0,0.01,0.01,82.96875,13.417536041967615,21.63542144971707
1,0.01,0.0196,73.48275862068965,16.76463990101492,17.057885911854793
2,0.01,0.0292,89.76288659793815,7.5077598287993865,19.732254041887604
3,0.01,0.0388,95.8578431372549,4.012772164723823,21.81433732343756
4,0.01,0.0484,95.5030303030303,4.111512650085001,18.499193391024846
5,0.01,0.057999999999999996,83.01945525291829,14.378824508831721,19.44431024793076
6,0.01,0.0676,92.84615384615384,5.1332209902334345,22.749889643613923
7,0.01,0.07719999999999999,89.76576576576576,9.191608937724304,17.80169371011885
8,0.01,0.0868,92.92105263157895,5.556953502171859,23.789624963498824
9,0.01,0.0964,98.18823529411765,0.3908999464902623,23.140738911757538
10,0.01,0.106,93.17391304347827,4.087650264894336,21.609853674309818
11,0.01,0.11559999999999998,93.93181818181819,3.550913629378471,17.978372128329895
12,0.01,0.1252,92.84126984126983,5.118303132770833,17.501635819461686
13,0.01,0.1348,98.53424657534246,0.49882579331597604,26.85088468854755
14,0.01,0.1444,95.43037974683544,2.3258783249290187,17.730103169805954
15,0.01,0.154,94.79545454545455,3.428354664045034,21.11516016328667
16,0.01,0.1636,96.85964912280701,1.3693204421816039,19.609485022877067
17,0.01,0.1732,93.2394366197183,3.5858280860750074,18.261644654160644
18,0.01,0.18280000000000002,93.8048780487805,4.511338086044019,19.202234474643017
19,0.01,0.1924,96.44444444444444,2.0761516427609465,19.297692695848855
20,0.01,0.20199999999999999,96.0909090909091,2.7913680404400423,22.940040110232548
21,0.01,0.2116,97.48,1.5651198037211078,19.745243065030355
22,0.01,0.22119999999999998,93.20560747663552,5.306913702161275,25.10040214503195
23,0.01,0.23079999999999998,96.40625,1.1418016191528193,16.77948432200733
24,0.01,0.2404,90.96363636363637,6.0059474655276235,22.012905994884523
25,0.01,0.25,94.2156862745098,3.6852313918369144,19.729444392406208
26,0.0196,0.01,72.4113924050633,14.080186162299333,23.32380352261507
27,0.0196,0.0196,75.73384615384616,14.292168667039322,19.377571700274686
28,0.0196,0.0292,68.81040892193309,16.16289417647472,17.256183473648935
29,0.0196,0.0388,87.52083333333333,7.866038772611168,24.19912510856369
30,0.0196,0.0484,91.60402684563758,8.546610295485776,21.006732899856488
31,0.0196,0.057999999999999996,96.45283018867924,1.3112868191618154,25.0314920993945
32,0.0196,0.0676,94.2875,4.927458142896801,22.298946302944795
33,0.0196,0.07719999999999999,89.73333333333333,6.1640535003807,16.028252402125723
34,0.0196,0.0868,98.0952380952381,1.4443572274383905,16.412775961551993
35,0.0196,0.0964,90.71641791044776,7.949102962907394,21.88539040331794
36,0.0196,0.106,95.26086956521739,2.9593975783028923,25.157688006621004
37,0.0196,0.11559999999999998,97.35483870967742,2.0248199776097056,19.971210699452634
38,0.0196,0.1252,86.83333333333333,10.543459105745605,20.192501879244517
39,0.0196,0.1348,99.0,0.0,19.107944969966344
40,0.0196,0.1444,98.05882352941177,1.6077235727901704,20.6917098617466
41,0.0196,0.154,93.84848484848484,4.452586664776575,20.174681632493478
42,0.0196,0.1636,97.96,0.44542114902640173,20.892779240025362
43,0.0196,0.1732,78.56923076923077,16.502185618199633,21.77783234044014
44,0.0196,0.18280000000000002,92.8375,7.087742500260572,18.03781651988264
45,0.0196,0.1924,98.93617021276596,0.24444947432076714,25.27117009910221
46,0.0196,0.20199999999999999,97.13333333333334,1.746106780494506,24.199580624082113
47,0.0196,0.2116,90.28,7.912117289322752,18.47566965893627
48,0.0196,0.22119999999999998,96.73684210526316,1.7119427333990098,21.609610466941813
49,0.0196,0.23079999999999998,96.21428571428571,1.8196770289795714,23.465981283392328
50,0.0196,0.2404,98.45454545454545,0.7820295697311479,16.740028020073357
51,0.0196,0.25,94.5609756097561,2.905409424889095,20.654656573958192
52,0.0292,0.01,86.97,9.811172203156971,20.18543914760869
53,0.0292,0.0196,79.3719512195122,12.591206517192704,22.333290116668266
54,0.0292,0.0292,91.03846153846153,6.5058007798411905,24.619378460416545
55,0.0292,0.0388,85.30252100840336,11.450701510086102,17.68261745994753
56,0.0292,0.0484,81.45736434108527,12.188447797811202,23.713421975841243
57,0.0292,0.057999999999999996,88.61176470588235,10.345893322981782,25.418633072777798
58,0.0292,0.0676,93.68831168831169,5.662039787232253,23.17108680636036
59,0.0292,0.07719999999999999,93.27272727272727,6.798847044419519,22.106379327035768
60,0.0292,0.0868,90.36206896551724,7.767523627617015,21.797284970309303
61,0.0292,0.0964,85.9041095890411,9.84004174114329,20.88154511747626
62,0.0292,0.106,94.7,3.8897300677553455,23.983312593115297
63,0.0292,0.11559999999999998,97.47826086956522,1.1747179205309823,20.54941223248561
64,0.0292,0.1252,68.76744186046511,18.725479730312404,19.28577264109671
65,0.0292,0.1348,88.14893617021276,8.3027263489599,17.307339503380256
66,0.0292,0.1444,76.44155844155844,14.47119261681905,23.133572485705788
67,0.0292,0.154,95.87179487179488,1.8698620157440546,25.9277543561567
68,0.0292,0.1636,98.93333333333334,0.2494438257849294,18.299436180864724
69,0.0292,0.1732,88.85365853658537,9.356257787483292,25.31717514622009
70,0.0292,0.18280000000000002,94.02941176470588,5.101817981151696,17.529454071832877
71,0.0292,0.1924,97.92307692307692,0.9970370305242862,18.36467392048707
72,0.0292,0.20199999999999999,84.61194029850746,14.207371666429983,20.558954269968236
73,0.0292,0.2116,82.69014084507042,11.543660597062036,20.399047703324598
74,0.0292,0.22119999999999998,93.33333333333333,5.2196211016169025,24.319759507216347
75,0.0292,0.23079999999999998,92.58823529411765,5.5894735470231875,23.722583239771094
76,0.0292,0.2404,94.10526315789474,2.9539400421899535,20.322254397224068
77,0.0292,0.25,95.84615384615384,2.641274571290676,22.280745866034852
78,0.0388,0.01,76.52777777777777,17.014865225780426,16.360740051776514
79,0.0388,0.0196,84.40437158469945,8.903267805168992,24.71987927870315
80,0.0388,0.0292,66.46007604562737,12.240823489048218,16.893290997858873
81,0.0388,0.0388,88.1,7.562407024221851,24.084182653255493
82,0.0388,0.0484,70.97692307692307,16.505227789361108,18.967376319579532
83,0.0388,0.057999999999999996,77.54887218045113,17.328088443448195,16.988444318187675
84,0.0388,0.0676,66.93050193050193,14.685999036556339,16.789192104677337
85,0.0388,0.07719999999999999,80.51851851851852,15.779429577941423,23.390937128974354
86,0.0388,0.0868,92.77551020408163,5.019412544383277,24.77023469832679
87,0.0388,0.0964,88.34426229508196,7.649890700819194,23.87027413192443
88,0.0388,0.106,91.64444444444445,6.786115090734268,25.525128329198452
89,0.0388,0.11559999999999998,88.88372093023256,8.052760042011254,20.460969584159056
90,0.0388,0.1252,78.88636363636364,16.81411191541594,20.56588529573853
91,0.0388,0.1348,80.1896551724138,12.814938611059823,20.66205895152091
92,0.0388,0.1444,90.12765957446808,6.269198670421671,23.508285254340702
93,0.0388,0.154,96.82352941176471,1.3820400146436154,19.292031903532088
94,0.0388,0.1636,96.55,2.5391927851189244,22.402719625042664
95,0.0388,0.1732,98.76923076923077,0.5756395979652218,23.80942104198421
96,0.0388,0.18280000000000002,80.58181818181818,17.03759576411788,18.52222727996997
97,0.0388,0.1924,75.93333333333334,19.357915406595023,18.441743723938277
98,0.0388,0.20199999999999999,90.55813953488372,5.653985322499665,20.589964327236498
99,0.0388,0.2116,92.875,4.1161521270882755,23.533258224408772
100,0.0388,0.22119999999999998,94.72413793103448,4.762617012584702,17.937480749158436
101,0.0388,0.23079999999999998,93.26086956521739,4.617710625165827,18.056759685864133
102,0.0388,0.2404,96.18518518518519,1.1874977438430665,20.567477704678428
103,0.0388,0.25,84.24444444444444,13.060807454289522,22.59563142325356
104,0.0484,0.01,68.67647058823529,12.422871819314665,20.42163433065879
105,0.0484,0.0196,96.80645161290323,2.9007157608214644,20.64950546036665
106,0.0484,0.0292,73.76271186440678,15.465111801770838,17.514002657218654
107,0.0484,0.0388,73.87074829931973,13.278683295127308,20.199998344058557
108,0.0484,0.0484,71.44144144144144,15.552691424150975,21.178690311099295
109,0.0484,0.057999999999999996,75.85185185185185,15.005440257166248,19.33259468477969
110,0.0484,0.0676,69.28333333333333,16.373343851788153,20.259367331271033
111,0.0484,0.07719999999999999,87.34210526315789,7.736707839866126,24.8104417193622
112,0.0484,0.0868,74.53061224489795,15.317193275180601,23.494742395142826
113,0.0484,0.0964,75.94444444444444,16.50579770943202,24.863814331699484
114,0.0484,0.106,88.27906976744185,6.387944974335056,23.2318985600546
115,0.0484,0.11559999999999998,95.575,3.3157766812618727,20.66816175625083
116,0.0484,0.1252,67.00934579439253,16.121324663867092,16.715149433256823
117,0.0484,0.1348,88.65384615384616,7.770468294433282,21.762921959825416
118,0.0484,0.1444,86.65625,9.445929596259967,24.4765288137572
119,0.0484,0.154,86.73333333333333,11.372286001015315,19.509843962042382
120,0.0484,0.1636,87.02631578947368,9.001423402367985,17.50197907374898
121,0.0484,0.1732,88.59574468085107,8.682728207556742,24.30118527167977
122,0.0484,0.18280000000000002,93.95,3.800986713999406,23.415448155936218
123,0.0484,0.1924,73.51020408163265,18.265750764169507,19.370234370001018
124,0.0484,0.20199999999999999,93.3,3.348133808556642,21.46736105554075
125,0.0484,0.2116,84.81481481481481,10.245277275271174,22.956476936915312
126,0.0484,0.22119999999999998,87.33333333333333,13.883872109822418,19.73216603041276
127,0.0484,0.23079999999999998,92.82142857142857,4.621792875903798,22.801486632958113
128,0.0484,0.2404,77.23333333333333,19.11488657797605,20.36422534686598
129,0.0484,0.25,96.5,3.0413812651491097,22.588616907698526
130,0.057999999999999996,0.01,73.7078853046595,16.124703620663187,22.25816224092326
131,0.057999999999999996,0.0196,89.4090909090909,5.283413935129194,22.739231654744056
132,0.057999999999999996,0.0292,96.2621359223301,3.874139215507978,27.237648622599
133,0.057999999999999996,0.0388,79.216,14.578660569476193,23.87211467050822
134,0.057999999999999996,0.0484,91.54901960784314,6.139916731536656,24.043514437354236
135,0.057999999999999996,0.057999999999999996,86.08536585365853,10.141921234636252,21.400915600410134
136,0.057999999999999996,0.0676,86.0,10.709449457946365,23.267885299720092
137,0.057999999999999996,0.07719999999999999,81.0,15.801265772082944,21.48680764901145
138,0.057999999999999996,0.0868,76.97777777777777,16.629276577956507,18.170118332932002
139,0.057999999999999996,0.0964,92.34375,3.118587170098024,28.09790955492548
140,0.057999999999999996,0.106,96.86363636363636,3.272411600937512,22.05331426245253
141,0.057999999999999996,0.11559999999999998,88.8780487804878,8.625529667585694,22.249356425348278
142,0.057999999999999996,0.1252,96.63636363636364,2.3653839693195793,22.305362414914168
143,0.057999999999999996,0.1348,94.0,3.710081654405054,21.478742663511557
144,0.057999999999999996,0.1444,75.26829268292683,18.3449659343878,22.16634447639159
145,0.057999999999999996,0.154,84.59375,9.154436680511806,18.894960244020822
146,0.057999999999999996,0.1636,88.3103448275862,7.64786852557902,26.957604398108998
147,0.057999999999999996,0.1732,81.3529411764706,11.539911185663883,27.76190554161977
148,0.057999999999999996,0.18280000000000002,71.50877192982456,17.49398172908208,19.947087706165636
149,0.057999999999999996,0.1924,93.51851851851852,5.665819350837417,26.352807379192143
150,0.057999999999999996,0.20199999999999999,86.80952380952381,10.125964022861737,22.940316541504984
151,0.057999999999999996,0.2116,97.4,2.177154105707724,22.182274537400605
152,0.057999999999999996,0.22119999999999998,98.17647058823529,0.7058823529411764,23.290605677731275
153,0.057999999999999996,0.23079999999999998,95.6,3.0561413579872245,23.839771489815657
154,0.057999999999999996,0.2404,91.10526315789474,5.2203522450431326,24.750593944957558
155,0.057999999999999996,0.25,90.48275862068965,8.849783514418919,19.957362868773373
156,0.0676,0.01,71.00191570881226,14.843435671600975,21.139657126704062
157,0.0676,0.0196,73.26515151515152,16.549219448994645,20.832911642306872
158,0.0676,0.0292,79.78169014084507,14.099303847155356,24.5694464149497
159,0.0676,0.0388,77.95604395604396,15.42576130446221,20.36224718614511
160,0.0676,0.0484,88.35714285714286,6.872378906662139,19.057667953349995
161,0.0676,0.057999999999999996,72.72413793103448,17.114683925390867,16.56378617789473
162,0.0676,0.0676,91.07407407407408,7.385801824250745,23.78209624827312
163,0.0676,0.07719999999999999,81.88888888888889,10.902032883258714,24.322033810142255
164,0.0676,0.0868,89.95,8.499852939904315,21.31182558480272
165,0.0676,0.0964,92.75,3.8193585848935423,22.23794052385556
166,0.0676,0.106,68.31395348837209,15.393491246043661,17.141480989827965
167,0.0676,0.11559999999999998,96.2,2.856571371417141,22.910010792166844
168,0.0676,0.1252,66.26582278481013,15.424547968067904,19.763801863751013
169,0.0676,0.1348,85.78787878787878,9.987135894702094,22.81652621200833
170,0.0676,0.1444,80.89189189189189,15.361911099761038,25.22551596184196
171,0.0676,0.154,94.92307692307692,2.4006902360503437,20.746967643013722
172,0.0676,0.1636,78.6774193548387,14.844108414808655,16.495869049518916
173,0.0676,0.1732,94.86666666666666,4.256237253203298,19.33033114470193
174,0.0676,0.18280000000000002,94.88,4.062708456190279,21.82077300714774
175,0.0676,0.1924,94.4,3.7735924528226414,25.44576776043471
176,0.0676,0.20199999999999999,86.75,10.256095748383007,22.535738343616433
177,0.0676,0.2116,83.15789473684211,14.694299495829334,22.109401777056547
178,0.0676,0.22119999999999998,89.79166666666667,6.271490829318195,20.9383086493436
179,0.0676,0.23079999999999998,85.18518518518519,10.99844109168149,23.139645964606316
180,0.0676,0.2404,97.76923076923077,1.36741452574086,25.67866303515255
181,0.0676,0.25,89.15151515151516,7.947254956315389,20.122955958134188
182,0.07719999999999999,0.01,83.31521739130434,10.455491603118716,22.29377929017536
183,0.07719999999999999,0.0196,69.64099216710183,13.184484950199133,18.21374015722673
184,0.07719999999999999,0.0292,72.85660377358491,14.71830473003,26.47743277275504
185,0.07719999999999999,0.0388,81.63440860215054,12.913096582924098,18.26057651018147
186,0.07719999999999999,0.0484,83.56896551724138,9.15218471933024,26.903679734529593
187,0.07719999999999999,0.057999999999999996,76.38953488372093,15.331018330152789,18.44491107197702
188,0.07719999999999999,0.0676,74.56666666666666,13.852035550376302,18.39914092323506
189,0.07719999999999999,0.07719999999999999,79.16666666666667,13.016549295245479,24.650023359692383
190,0.07719999999999999,0.0868,96.17647058823529,1.4239668749306122,21.97297892054746
191,0.07719999999999999,0.0964,90.20833333333333,5.267662089474693,23.25697209303593
192,0.07719999999999999,0.106,92.96666666666667,3.4397997357727417,25.71367881908722
193,0.07719999999999999,0.11559999999999998,89.80645161290323,7.8057850955132055,25.196321704461905
194,0.07719999999999999,0.1252,91.42857142857143,5.029166631441309,23.481984028414175
195,0.07719999999999999,0.1348,88.1,10.361306223959732,19.202305011722604
196,0.07719999999999999,0.1444,92.80952380952381,5.095460609293499,22.857327714964395
197,0.07719999999999999,0.154,94.28571428571429,3.633742097707687,22.636604831777532
198,0.07719999999999999,0.1636,74.8936170212766,17.611932660089863,18.693776560924494
199,0.07719999999999999,0.1732,93.82352941176471,4.6808155915477085,24.243886024801288
200,0.07719999999999999,0.18280000000000002,84.96153846153847,11.332325340949938,22.702138315915352
201,0.07719999999999999,0.1924,83.74074074074075,13.096769724977259,17.668418187390163
202,0.07719999999999999,0.20199999999999999,70.98360655737704,19.347123989494538,17.085899622556
203,0.07719999999999999,0.2116,93.7,4.112177038990418,25.458437603542933
204,0.07719999999999999,0.22119999999999998,96.81818181818181,1.849726359034164,19.28615669718928
205,0.07719999999999999,0.23079999999999998,96.16666666666667,1.9507833184532708,23.08584439235882
206,0.07719999999999999,0.2404,95.66666666666667,2.6246692913372702,20.030526649775485
207,0.07719999999999999,0.25,97.375,0.9921567416492215,19.682139606886413
208,0.0868,0.01,82.72345679012345,13.263430385140422,25.322458869595653
209,0.0868,0.0196,62.61464968152866,14.267616511815573,17.09306270612993
210,0.0868,0.0292,84.59813084112149,13.503104394247499,18.69811808169428
211,0.0868,0.0388,81.66666666666667,10.342392342445695,20.209730991107527
212,0.0868,0.0484,90.57142857142857,5.95176187256808,28.005363575730474
213,0.0868,0.057999999999999996,83.70588235294117,10.87638946300035,21.759604635947355
214,0.0868,0.0676,81.08163265306122,12.192062882648038,19.728155845468127
215,0.0868,0.07719999999999999,72.86290322580645,13.396758561621414,19.878807017871278
216,0.0868,0.0868,89.76470588235294,6.941176470588235,24.336673363409982
217,0.0868,0.0964,88.025,9.23170488046493,20.999278449766127
218,0.0868,0.106,90.35,6.10962355632489,20.930826023164922
219,0.0868,0.11559999999999998,93.33333333333333,5.1790174958405215,26.532397874128907
220,0.0868,0.1252,78.8409090909091,15.018084827994095,23.025675303077985
221,0.0868,0.1348,82.2258064516129,12.388104797694766,20.963055084721397
222,0.0868,0.1444,94.33333333333333,1.8408935028645437,17.76182277820062
223,0.0868,0.154,93.6923076923077,3.36005071812947,20.700461480888244
224,0.0868,0.1636,80.94871794871794,13.858161934488223,20.344426751809547
225,0.0868,0.1732,87.0,9.820121313339039,21.658797500768447
226,0.0868,0.18280000000000002,91.65384615384616,6.037971562678643,20.04784566008929
227,0.0868,0.1924,79.07692307692308,11.812389444083625,22.799292243920206
228,0.0868,0.20199999999999999,87.83333333333333,7.189884870040998,22.80749698714261
229,0.0868,0.2116,90.17647058823529,7.3263046950307125,24.87244500398025
230,0.0868,0.22119999999999998,90.76923076923077,6.652400910184419,25.062596988220253
231,0.0868,0.23079999999999998,89.95454545454545,8.890634872142263,22.276109510649793
232,0.0868,0.2404,90.75,8.905756565278438,24.060777367031317
233,0.0868,0.25,89.8,7.180529228406497,24.23715712518791
234,0.0964,0.01,84.9073359073359,10.911326703548374,18.946901527012674
235,0.0964,0.0196,69.2208904109589,13.385646136621107,19.531498725549888
236,0.0964,0.0292,83.72307692307692,12.75027323062613,24.92236212324813
237,0.0964,0.0388,85.3688524590164,12.256280303577878,25.242795991978095
238,0.0964,0.0484,78.28947368421052,9.51565993158215,23.994233192978342
239,0.0964,0.057999999999999996,93.11111111111111,5.985991878162891,21.488804927165585
240,0.0964,0.0676,91.60714285714286,5.4859514457663705,20.640507671941993
241,0.0964,0.07719999999999999,83.15151515151516,12.407527559048914,25.513870562392672
242,0.0964,0.0868,81.81132075471699,10.558116977220113,21.163029249435194
243,0.0964,0.0964,74.10891089108911,15.506562641425589,23.028903396182557
244,0.0964,0.106,79.24,12.700488179593728,22.56205062855932
245,0.0964,0.11559999999999998,85.71052631578948,11.217720696189957,25.772586795068435
246,0.0964,0.1252,82.96551724137932,12.944131298673115,25.17769154709946
247,0.0964,0.1348,97.53333333333333,1.6275407487644937,24.87003588887349
248,0.0964,0.1444,81.63414634146342,11.43540948654335,22.222372237797973
249,0.0964,0.154,79.94736842105263,14.60884261495333,24.99508333285591
250,0.0964,0.1636,94.17391304347827,5.197425566006473,24.771813063010075
251,0.0964,0.1732,75.05882352941177,15.674897835243735,18.12159400298583
252,0.0964,0.18280000000000002,71.29411764705883,14.90584056821294,20.50278523752674
253,0.0964,0.1924,96.11111111111111,3.813556067051225,29.27195378035511
254,0.0964,0.20199999999999999,92.93333333333334,3.889587238883953,24.375380783262973
255,0.0964,0.2116,95.1,2.8266588050205135,26.005485994909534
256,0.0964,0.22119999999999998,89.6923076923077,6.1002473516636435,19.88476632290146
257,0.0964,0.23079999999999998,82.11111111111111,12.15588055628902,23.69748780315112
258,0.0964,0.2404,85.0625,8.99631000744194,25.943039179294413
259,0.0964,0.25,67.35135135135135,18.19892514826708,21.910863428648607
260,0.106,0.01,68.0412147505423,14.252466157930334,22.148895621063602
261,0.106,0.0196,77.37465564738292,15.17038644469617,20.19050999761423
262,0.106,0.0292,76.58865248226951,14.193730971573888,24.171672253389577
263,0.106,0.0388,71.71955719557195,15.243979677534675,23.043964016029918
264,0.106,0.0484,82.67532467532467,11.64121825913953,24.404405085595826
265,0.106,0.057999999999999996,84.83050847457628,8.741392943284911,22.450041009950073
266,0.106,0.0676,84.4888888888889,11.186543944941116,21.49622657858876
267,0.106,0.07719999999999999,87.36538461538461,8.980810410052191,24.092950275144307
268,0.106,0.0868,88.97560975609755,6.579672335521857,20.215601855546396
269,0.106,0.0964,80.91176470588235,11.38204893954879,21.26241321008591
270,0.106,0.106,93.25,4.479118216792229,21.00304878280866
271,0.106,0.11559999999999998,87.58536585365853,8.982301323228532,22.906032363904686
272,0.106,0.1252,91.03703703703704,6.719135093599151,23.58547343403787
273,0.106,0.1348,81.17857142857143,12.032852563558091,21.932907384879673
274,0.106,0.1444,89.36363636363636,9.75089174420281,23.75021248007865
275,0.106,0.154,86.20833333333333,9.087441731434772,16.19052310086583
276,0.106,0.1636,70.97674418604652,17.077781529162824,20.049773115657228
277,0.106,0.1732,76.54347826086956,17.008573952618757,18.762668712762192
278,0.106,0.18280000000000002,80.53333333333333,11.814492042496886,24.976406105488625
279,0.106,0.1924,90.14285714285714,4.549052379454474,30.161128009919793
280,0.106,0.20199999999999999,96.0,2.8635642126552705,21.927896895407116
281,0.106,0.2116,69.15625,17.208481511670342,23.03350112826416
282,0.106,0.22119999999999998,88.84210526315789,6.737664423496952,25.767692211611717
283,0.106,0.23079999999999998,69.17021276595744,17.865120122070472,19.003104711252835
284,0.106,0.2404,92.38461538461539,4.923076923076923,26.52562198182535
285,0.106,0.25,91.05,7.684237112426971,23.05669133093437
286,0.11559999999999998,0.01,73.94616419919247,13.686248099325677,25.253390047055927
287,0.11559999999999998,0.0196,72.21363636363637,14.882717110630077,23.56271670372948
288,0.11559999999999998,0.0292,74.76771653543307,13.495011512802481,24.239825281717728
289,0.11559999999999998,0.0388,72.27604166666667,15.25791628406701,17.641606749208805
290,0.11559999999999998,0.0484,95.37777777777778,2.4791476034125464,26.21244933129073
291,0.11559999999999998,0.057999999999999996,82.63380281690141,9.605220758539273,28.092606193641227
292,0.11559999999999998,0.0676,77.14093959731544,14.884801551850204,20.56662155240382
293,0.11559999999999998,0.07719999999999999,80.45098039215686,13.985025220262576,22.68950101295788
294,0.11559999999999998,0.0868,89.88372093023256,7.877578728251116,24.248250214185557
295,0.11559999999999998,0.0964,86.96,10.708800119527863,25.114079947957535
296,0.11559999999999998,0.106,72.58620689655173,17.363293111657473,23.090759146998433
297,0.11559999999999998,0.11559999999999998,82.07692307692308,10.220353286544215,22.104728057940715
298,0.11559999999999998,0.1252,69.24489795918367,16.589313762541135,27.50665607534601
299,0.11559999999999998,0.1348,85.64,8.08890598288792,25.12121696028346
300,0.11559999999999998,0.1444,80.83333333333333,11.689263830065986,23.067826383440973
301,0.11559999999999998,0.154,88.5,7.729812416870153,22.03661878848773
302,0.11559999999999998,0.1636,74.4186046511628,17.626925173615998,24.984692415713084
303,0.11559999999999998,0.1732,72.34615384615384,18.18376771420114,22.06805699275451
304,0.11559999999999998,0.18280000000000002,93.5,3.8794329482541645,21.60906616610011
305,0.11559999999999998,0.1924,91.4375,4.663270713780189,24.402601265318722
306,0.11559999999999998,0.20199999999999999,87.2258064516129,10.021620747870672,24.72585986324979
307,0.11559999999999998,0.2116,84.60714285714286,10.18170377867745,19.410963941787816
308,0.11559999999999998,0.22119999999999998,88.10526315789474,8.277393035072318,20.664674072592607
309,0.11559999999999998,0.23079999999999998,87.2,9.042123644365853,20.879234924648667
310,0.11559999999999998,0.2404,88.2,7.406753674856481,24.258762610276182
311,0.11559999999999998,0.25,81.5,11.395174417269795,23.923210474331867
312,0.1252,0.01,78.43230944254834,13.413258277703513,23.59620462774806
313,0.1252,0.0196,66.53279785809906,12.015604894492732,13.118958281172828
314,0.1252,0.0292,70.8075117370892,15.478154828891563,24.98758847750716
315,0.1252,0.0388,76.61572052401746,13.242149096368463,18.128869064224624
316,0.1252,0.0484,83.41836734693878,11.773303828948343,17.70566240285218
317,0.1252,0.057999999999999996,85.59677419354838,11.264359548850775,24.921665165411827
318,0.1252,0.0676,83.94339622641509,8.89225886436788,22.111377868842784
319,0.1252,0.07719999999999999,75.59322033898304,16.65921503437723,22.074958546632065
320,0.1252,0.0868,91.85714285714286,5.0689128569171915,25.03182323752995
321,0.1252,0.0964,73.23636363636363,16.61320792881226,25.46352787505681
322,0.1252,0.106,69.75,15.915357712320233,20.968873208538344
323,0.1252,0.11559999999999998,78.87179487179488,12.890424765095567,15.668026983484244
324,0.1252,0.1252,81.5,10.95780677926768,20.56624273601748
325,0.1252,0.1348,93.82352941176471,4.604796656654336,24.253899934408462
326,0.1252,0.1444,95.35,2.5937424698685874,24.748399359977185
327,0.1252,0.154,74.0377358490566,17.679496987797616,19.01383447679881
328,0.1252,0.1636,93.07142857142857,4.3005694924258195,25.61275179038016
329,0.1252,0.1732,94.13333333333334,2.7047283700134392,22.292819607122052
330,0.1252,0.18280000000000002,88.2,9.293008124391156,23.76584014555783
331,0.1252,0.1924,86.2,8.698275691193054,20.47644299323149
332,0.1252,0.20199999999999999,57.596774193548384,17.964534664811247,14.832717616093207
333,0.1252,0.2116,96.13333333333334,3.095516470998373,24.979046671542633
334,0.1252,0.22119999999999998,90.0,7.0,23.78851116023276
335,0.1252,0.23079999999999998,75.37777777777778,18.11725867035063,21.110389958058242
336,0.1252,0.2404,89.3157894736842,8.417104337559497,21.86318851440699
337,0.1252,0.25,96.3,1.9,22.966943590771525
338,0.1348,0.01,72.44009779951101,16.569538020430265,25.720020101128185
339,0.1348,0.0196,72.94189602446484,15.01374457184815,21.87779284134108
